SessionTime,Lap,LapDistPct,GapToAhead
187.4,3,0.0822,1.354
187.6,3,0.0844,1.345
187.8,3,0.0867,1.336
188.0,3,0.0889,1.326
188.2,3,0.0911,1.315
188.4,3,0.0933,1.304
188.6,3,0.0956,1.292
188.8,3,0.0978,1.28
189.0,3,0.1,1.267
189.2,3,0.1022,1.254
189.4,3,0.1044,1.24
189.6,3,0.1067,1.226
189.8,3,0.1089,1.211
190.0,3,0.1111,1.197
190.2,3,0.1133,1.182
190.4,3,0.1156,1.166
190.6,3,0.1178,1.151
190.8,3,0.12,1.135
191.0,3,0.1222,1.12
191.2,3,0.1244,1.104
191.4,3,0.1267,1.088
191.6,3,0.1289,1.072
191.8,3,0.1311,1.057
192.0,3,0.1333,1.041
192.2,3,0.1356,1.026
192.4,3,0.1378,1.011
192.6,3,0.14,0.996
192.8,3,0.1422,0.981
193.0,3,0.1444,0.967
193.2,3,0.1467,0.953
193.4,3,0.1489,0.94
193.6,3,0.1511,0.927
193.8,3,0.1533,0.914
194.0,3,0.1556,0.902
194.2,3,0.1578,0.89
194.4,3,0.16,0.879
194.6,3,0.1622,0.869
194.8,3,0.1644,0.859
195.0,3,0.1667,0.85
195.2,3,0.1689,0.842
195.4,3,0.1711,0.834
195.6,3,0.1733,0.827
195.8,3,0.1756,0.821
196.0,3,0.1778,0.815
196.2,3,0.18,0.81
196.4,3,0.1822,0.806
196.6,3,0.1844,0.803
196.8,3,0.1867,0.801
197.0,3,0.1889,0.799
197.2,3,0.1911,0.798
197.4,3,0.1933,0.798
197.6,3,0.1956,0.799
197.8,3,0.1978,0.8
198.0,3,0.2,0.802
198.2,3,0.2022,0.805
198.4,3,0.2044,0.809
198.6,3,0.2067,0.813
198.8,3,0.2089,0.818
199.0,3,0.2111,0.824
199.2,3,0.2133,0.83
199.4,3,0.2156,0.837
199.6,3,0.2178,0.845
199.8,3,0.22,0.853
200.0,3,0.2222,0.862
200.2,3,0.2244,0.871
200.4,3,0.2267,0.88
200.6,3,0.2289,0.89
200.8,3,0.2311,0.901
201.0,3,0.2333,0.912
201.2,3,0.2356,0.923
201.4,3,0.2378,0.934
201.6,3,0.24,0.946
201.8,3,0.2422,0.958
202.0,3,0.2444,0.97
202.2,3,0.2467,0.982
202.4,3,0.2489,0.994
202.6,3,0.2511,1.006
202.8,3,0.2533,1.018
203.0,3,0.2556,1.03
203.2,3,0.2578,1.042
203.4,3,0.26,1.054
203.6,3,0.2622,1.066
203.8,3,0.2644,1.077
204.0,3,0.2667,1.088
204.2,3,0.2689,1.099
204.4,3,0.2711,1.11
204.6,3,0.2733,1.12
204.8,3,0.2756,1.129
205.0,3,0.2778,1.138
205.2,3,0.28,1.147
205.4,3,0.2822,1.155
205.6,3,0.2844,1.163
205.8,3,0.2867,1.17
206.0,3,0.2889,1.176
206.2,3,0.2911,1.182
206.4,3,0.2933,1.187
206.6,3,0.2956,1.191
206.8,3,0.2978,1.195
207.0,3,0.3,1.198
207.2,3,0.3022,1.2
207.4,3,0.3044,1.201
207.6,3,0.3067,1.202
207.8,3,0.3089,1.202
208.0,3,0.3111,1.201
208.2,3,0.3133,1.199
208.4,3,0.3156,1.197
208.6,3,0.3178,1.194
208.8,3,0.32,1.19
209.0,3,0.3222,1.185
209.2,3,0.3244,1.179
209.4,3,0.3267,1.173
209.6,3,0.3289,1.166
209.8,3,0.3311,1.158
210.0,3,0.3333,1.15
210.2,3,0.3356,1.141
210.4,3,0.3378,1.131
210.6,3,0.34,1.121
210.8,3,0.3422,1.11
211.0,3,0.3444,1.098
211.2,3,0.3467,1.086
211.4,3,0.3489,1.073
211.6,3,0.3511,1.06
211.8,3,0.3533,1.047
212.0,3,0.3556,1.033
212.2,3,0.3578,1.019
212.4,3,0.36,1.004
212.6,3,0.3622,0.989
212.8,3,0.3644,0.974
213.0,3,0.3667,0.959
213.2,3,0.3689,0.943
213.4,3,0.3711,0.928
213.6,3,0.3733,0.912
213.8,3,0.3756,0.896
214.0,3,0.3778,0.88
214.2,3,0.38,0.865
214.4,3,0.3822,0.849
214.6,3,0.3844,0.834
214.8,3,0.3867,0.818
215.0,3,0.3889,0.803
215.2,3,0.3911,0.789
215.4,3,0.3933,0.774
215.6,3,0.3956,0.76
215.8,3,0.3978,0.746
216.0,3,0.4,0.733
216.2,3,0.4022,0.72
216.4,3,0.4044,0.708
216.6,3,0.4067,0.696
216.8,3,0.4089,0.685
217.0,3,0.4111,0.674
217.2,3,0.4133,0.664
217.4,3,0.4156,0.655
217.6,3,0.4178,0.646
217.8,3,0.42,0.638
218.0,3,0.4222,0.63
218.2,3,0.4244,0.624
218.4,3,0.4267,0.618
218.6,3,0.4289,0.613
218.8,3,0.4311,0.608
219.0,3,0.4333,0.605
219.2,3,0.4356,0.602
219.4,3,0.4378,0.6
219.6,3,0.44,0.598
219.8,3,0.4422,0.598
220.0,3,0.4444,0.598
220.2,3,0.4467,0.599
220.4,3,0.4489,0.601
220.6,3,0.4511,0.604
220.8,3,0.4533,0.607
221.0,3,0.4556,0.611
221.2,3,0.4578,0.616
221.4,3,0.46,0.621
221.6,3,0.4622,0.627
221.8,3,0.4644,0.634
222.0,3,0.4667,0.641
222.2,3,0.4689,0.649
222.4,3,0.4711,0.657
222.6,3,0.4733,0.666
222.8,3,0.4756,0.675
223.0,3,0.4778,0.685
223.2,3,0.48,0.696
223.4,3,0.4822,0.706
223.6,3,0.4844,0.717
223.8,3,0.4867,0.728
224.0,3,0.4889,0.74
224.2,3,0.4911,0.752
224.4,3,0.4933,0.764
224.6,3,0.4956,0.776
224.8,3,0.4978,0.788
225.0,3,0.5,0.8
225.2,3,0.5022,0.812
225.4,3,0.5044,0.824
225.6,3,0.5067,0.836
225.8,3,0.5089,0.848
226.0,3,0.5111,0.86
226.2,3,0.5133,0.872
226.4,3,0.5156,0.883
226.6,3,0.5178,0.894
226.8,3,0.52,0.904
227.0,3,0.5222,0.915
227.2,3,0.5244,0.925
227.4,3,0.5267,0.934
227.6,3,0.5289,0.943
227.8,3,0.5311,0.951
228.0,3,0.5333,0.959
228.2,3,0.5356,0.966
228.4,3,0.5378,0.973
228.6,3,0.54,0.979
228.8,3,0.5422,0.984
229.0,3,0.5444,0.989
229.2,3,0.5467,0.993
229.4,3,0.5489,0.996
229.6,3,0.5511,0.999
229.8,3,0.5533,1.001
230.0,3,0.5556,1.002
230.2,3,0.5578,1.002
230.4,3,0.56,1.002
230.6,3,0.5622,1.0
230.8,3,0.5644,0.998
231.0,3,0.5667,0.995
231.2,3,0.5689,0.992
231.4,3,0.5711,0.987
231.6,3,0.5733,0.982
231.8,3,0.5756,0.976
232.0,3,0.5778,0.97
232.2,3,0.58,0.962
232.4,3,0.5822,0.954
232.6,3,0.5844,0.945
232.8,3,0.5867,0.936
233.0,3,0.5889,0.926
233.2,3,0.5911,0.915
233.4,3,0.5933,0.904
233.6,3,0.5956,0.892
233.8,3,0.5978,0.88
234.0,3,0.6,0.867
234.2,3,0.6022,0.854
234.4,3,0.6044,0.84
234.6,3,0.6067,0.826
234.8,3,0.6089,0.811
235.0,3,0.6111,0.797
235.2,3,0.6133,0.782
235.4,3,0.6156,0.766
235.6,3,0.6178,0.751
235.8,3,0.62,0.735
236.0,3,0.6222,0.72
236.2,3,0.6244,0.704
236.4,3,0.6267,0.688
236.6,3,0.6289,0.672
236.8,3,0.6311,0.657
237.0,3,0.6333,0.641
237.2,3,0.6356,0.626
237.4,3,0.6378,0.611
237.6,3,0.64,0.596
237.8,3,0.6422,0.581
238.0,3,0.6444,0.567
238.2,3,0.6467,0.553
238.4,3,0.6489,0.54
238.6,3,0.6511,0.527
238.8,3,0.6533,0.514
239.0,3,0.6556,0.502
239.2,3,0.6578,0.49
239.4,3,0.66,0.479
239.6,3,0.6622,0.469
239.8,3,0.6644,0.459
240.0,3,0.6667,0.45
240.2,3,0.6689,0.442
240.4,3,0.6711,0.434
240.6,3,0.6733,0.427
240.8,3,0.6756,0.421
241.0,3,0.6778,0.415
241.2,3,0.68,0.41
241.4,3,0.6822,0.406
241.6,3,0.6844,0.403
241.8,3,0.6867,0.401
242.0,3,0.6889,0.399
242.2,3,0.6911,0.398
242.4,3,0.6933,0.398
242.6,3,0.6956,0.399
242.8,3,0.6978,0.4
243.0,3,0.7,0.402
243.2,3,0.7022,0.405
243.4,3,0.7044,0.409
243.6,3,0.7067,0.413
243.8,3,0.7089,0.418
244.0,3,0.7111,0.424
244.2,3,0.7133,0.43
244.4,3,0.7156,0.437
244.6,3,0.7178,0.445
244.8,3,0.72,0.453
245.0,3,0.7222,0.462
245.2,3,0.7244,0.471
245.4,3,0.7267,0.48
245.6,3,0.7289,0.49
245.8,3,0.7311,0.501
246.0,3,0.7333,0.512
246.2,3,0.7356,0.523
246.4,3,0.7378,0.534
246.6,3,0.74,0.546
246.8,3,0.7422,0.558
247.0,3,0.7444,0.57
247.2,3,0.7467,0.582
247.4,3,0.7489,0.594
247.6,3,0.7511,0.606
247.8,3,0.7533,0.618
248.0,3,0.7556,0.63
248.2,3,0.7578,0.642
248.4,3,0.76,0.654
248.6,3,0.7622,0.666
248.8,3,0.7644,0.677
249.0,3,0.7667,0.688
249.2,3,0.7689,0.699
249.4,3,0.7711,0.71
249.6,3,0.7733,0.72
249.8,3,0.7756,0.729
250.0,3,0.7778,0.738
250.2,3,0.78,0.747
250.4,3,0.7822,0.755
250.6,3,0.7844,0.763
250.8,3,0.7867,0.77
251.0,3,0.7889,0.776
251.2,3,0.7911,0.782
251.4,3,0.7933,0.787
251.6,3,0.7956,0.791
251.8,3,0.7978,0.795
252.0,3,0.8,0.798
252.2,3,0.8022,0.8
252.4,3,0.8044,0.801
252.6,3,0.8067,0.802
252.8,3,0.8089,0.802
253.0,3,0.8111,0.801
253.2,3,0.8133,0.799
253.4,3,0.8156,0.797
253.6,3,0.8178,0.794
253.8,3,0.82,0.79
254.0,3,0.8222,0.785
254.2,3,0.8244,0.779
254.4,3,0.8267,0.773
254.6,3,0.8289,0.766
254.8,3,0.8311,0.758
255.0,3,0.8333,0.75
255.2,3,0.8356,0.741
255.4,3,0.8378,0.731
255.6,3,0.84,0.721
255.8,3,0.8422,0.71
256.0,3,0.8444,0.698
256.2,3,0.8467,0.686
256.4,3,0.8489,0.673
256.6,3,0.8511,0.66
256.8,3,0.8533,0.647
257.0,3,0.8556,0.633
257.2,3,0.8578,0.619
257.4,3,0.86,0.604
257.6,3,0.8622,0.589
257.8,3,0.8644,0.574
258.0,3,0.8667,0.559
258.2,3,0.8689,0.543
258.4,3,0.8711,0.528
258.6,3,0.8733,0.512
258.8,3,0.8756,0.496
259.0,3,0.8778,0.48
259.2,3,0.88,0.465
259.4,3,0.8822,0.449
259.6,3,0.8844,0.434
259.8,3,0.8867,0.418
260.0,3,0.8889,0.403
260.2,3,0.8911,0.389
260.4,3,0.8933,0.374
260.6,3,0.8956,0.36
260.8,3,0.8978,0.346
261.0,3,0.9,0.333
261.2,3,0.9022,0.32
261.4,3,0.9044,0.308
261.6,3,0.9067,0.296
261.8,3,0.9089,0.285
262.0,3,0.9111,0.274
262.2,3,0.9133,0.264
262.4,3,0.9156,0.255
262.6,3,0.9178,0.246
262.8,3,0.92,0.238
263.0,3,0.9222,0.23
263.2,3,0.9244,0.224
263.4,3,0.9267,0.218
263.6,3,0.9289,0.213
263.8,3,0.9311,0.208
264.0,3,0.9333,0.205
264.2,3,0.9356,0.202
264.4,3,0.9378,0.2
264.6,3,0.94,0.198
264.8,3,0.9422,0.198
265.0,3,0.9444,0.198
265.2,3,0.9467,0.199
265.4,3,0.9489,0.201
265.6,3,0.9511,0.204
265.8,3,0.9533,0.207
266.0,3,0.9556,0.211
266.2,3,0.9578,0.216
266.4,3,0.96,0.221
266.6,3,0.9622,0.227
266.8,3,0.9644,0.234
267.0,3,0.9667,0.241
267.2,3,0.9689,0.249
267.4,3,0.9711,0.257
267.6,3,0.9733,0.266
267.8,3,0.9756,0.275
268.0,3,0.9778,0.285
268.2,3,0.98,0.296
268.4,3,0.9822,0.306
268.6,3,0.9844,0.317
268.8,3,0.9867,0.328
269.0,3,0.9889,0.34
269.2,3,0.9911,0.352
269.4,3,0.9933,0.364
269.6,3,0.9956,0.376
269.8,3,0.9978,0.388
270.0,4,0.0,0.3
270.2,4,0.0022,0.314
270.4,4,0.0044,0.328
270.6,4,0.0067,0.342
270.8,4,0.0089,0.355
271.0,4,0.0111,0.369
271.2,4,0.0133,0.382
271.4,4,0.0156,0.395
271.6,4,0.0178,0.408
271.8,4,0.02,0.42
272.0,4,0.0222,0.432
272.2,4,0.0244,0.444
272.4,4,0.0267,0.455
272.6,4,0.0289,0.466
272.8,4,0.0311,0.476
273.0,4,0.0333,0.486
273.2,4,0.0356,0.495
273.4,4,0.0378,0.503
273.6,4,0.04,0.511
273.8,4,0.0422,0.518
274.0,4,0.0444,0.525
274.2,4,0.0467,0.53
274.4,4,0.0489,0.536
274.6,4,0.0511,0.54
274.8,4,0.0533,0.543
275.0,4,0.0556,0.546
275.2,4,0.0578,0.548
275.4,4,0.06,0.55
275.6,4,0.0622,0.55
275.8,4,0.0644,0.55
276.0,4,0.0667,0.549
276.2,4,0.0689,0.547
276.4,4,0.0711,0.544
276.6,4,0.0733,0.541
276.8,4,0.0756,0.537
277.0,4,0.0778,0.532
277.2,4,0.08,0.526
277.4,4,0.0822,0.52
277.6,4,0.0844,0.513
277.8,4,0.0867,0.505
278.0,4,0.0889,0.497
278.2,4,0.0911,0.488
278.4,4,0.0933,0.479
278.6,4,0.0956,0.469
278.8,4,0.0978,0.458
279.0,4,0.1,0.447
279.2,4,0.1022,0.435
279.4,4,0.1044,0.423
279.6,4,0.1067,0.411
279.8,4,0.1089,0.398
280.0,4,0.1111,0.386
280.2,4,0.1133,0.372
280.4,4,0.1156,0.359
280.6,4,0.1178,0.345
280.8,4,0.12,0.331
281.0,4,0.1222,0.317
281.2,4,0.1244,0.303
281.4,4,0.1267,0.29
281.6,4,0.1289,0.276
281.8,4,0.1311,0.262
282.0,4,0.1333,0.248
282.2,4,0.1356,0.234
282.4,4,0.1378,0.221
282.6,4,0.14,0.208
282.8,4,0.1422,0.195
283.0,4,0.1444,0.183
283.2,4,0.1467,0.17
283.4,4,0.1489,0.159
283.6,4,0.1511,0.147
283.8,4,0.1533,0.137
284.0,4,0.1556,0.126
284.2,4,0.1578,0.117
284.4,4,0.16,0.107
284.6,4,0.1622,0.099
284.8,4,0.1644,0.091
285.0,4,0.1667,0.083
285.2,4,0.1689,0.077
285.4,4,0.1711,0.071
285.6,4,0.1733,0.066
285.8,4,0.1756,0.061
286.0,4,0.1778,0.057
286.2,4,0.18,0.054
286.4,4,0.1822,0.052
286.6,4,0.1844,0.051
286.8,4,0.1867,0.05
287.0,4,0.1889,0.05
287.2,4,0.1911,0.051
287.4,4,0.1933,0.053
287.6,4,0.1956,0.055
287.8,4,0.1978,0.058
288.0,4,0.2,0.062
288.2,4,0.2022,0.067
288.4,4,0.2044,0.072
288.6,4,0.2067,0.078
288.8,4,0.2089,0.085
289.0,4,0.2111,0.093
289.2,4,0.2133,0.101
289.4,4,0.2156,0.11
289.6,4,0.2178,0.119
289.8,4,0.22,0.129
290.0,4,0.2222,0.139
290.2,4,0.2244,0.15
290.4,4,0.2267,0.162
290.6,4,0.2289,0.173
290.8,4,0.2311,0.186
291.0,4,0.2333,0.198
291.2,4,0.2356,0.211
291.4,4,0.2378,0.224
291.6,4,0.24,0.238
291.8,4,0.2422,0.251
292.0,4,0.2444,0.265
292.2,4,0.2467,0.279
292.4,4,0.2489,0.293
292.6,4,0.2511,0.307
292.8,4,0.2533,0.321
293.0,4,0.2556,0.335
293.2,4,0.2578,0.349
293.4,4,0.26,0.362
293.6,4,0.2622,0.376
293.8,4,0.2644,0.389
294.0,4,0.2667,0.402
294.2,4,0.2689,0.414
294.4,4,0.2711,0.427
294.6,4,0.2733,0.438
294.8,4,0.2756,0.45
295.0,4,0.2778,0.461
295.2,4,0.28,0.471
295.4,4,0.2822,0.481
295.6,4,0.2844,0.49
295.8,4,0.2867,0.499
296.0,4,0.2889,0.507
296.2,4,0.2911,0.515
296.4,4,0.2933,0.522
296.6,4,0.2956,0.528
296.8,4,0.2978,0.533
297.0,4,0.3,0.538
297.2,4,0.3022,0.542
297.4,4,0.3044,0.545
297.6,4,0.3067,0.547
297.8,4,0.3089,0.549
298.0,4,0.3111,0.55
298.2,4,0.3133,0.55
298.4,4,0.3156,0.549
298.6,4,0.3178,0.548
298.8,4,0.32,0.546
299.0,4,0.3222,0.543
299.2,4,0.3244,0.539
299.4,4,0.3267,0.534
299.6,4,0.3289,0.529
299.8,4,0.3311,0.523
300.0,4,0.3333,0.517
300.2,4,0.3356,0.509
300.4,4,0.3378,0.501
300.6,4,0.34,0.493
300.8,4,0.3422,0.483
301.0,4,0.3444,0.474
301.2,4,0.3467,0.463
301.4,4,0.3489,0.453
301.6,4,0.3511,0.441
301.8,4,0.3533,0.43
302.0,4,0.3556,0.417
302.2,4,0.3578,0.405
302.4,4,0.36,0.392
302.6,4,0.3622,0.379
302.8,4,0.3644,0.366
303.0,4,0.3667,0.352
303.2,4,0.3689,0.338
303.4,4,0.3711,0.324
303.6,4,0.3733,0.31
303.8,4,0.3756,0.297
304.0,4,0.3778,0.283
304.2,4,0.38,0.269
304.4,4,0.3822,0.255
304.6,4,0.3844,0.241
304.8,4,0.3867,0.228
305.0,4,0.3889,0.214
305.2,4,0.3911,0.202
305.4,4,0.3933,0.189
305.6,4,0.3956,0.177
305.8,4,0.3978,0.165
306.0,4,0.4,0.153
306.2,4,0.4022,0.142
306.4,4,0.4044,0.131
306.6,4,0.4067,0.121
306.8,4,0.4089,0.112
307.0,4,0.4111,0.103
307.2,4,0.4133,0.095
307.4,4,0.4156,0.087
307.6,4,0.4178,0.08
307.8,4,0.42,0.074
308.0,4,0.4222,0.068
308.2,4,0.4244,0.063
308.4,4,0.4267,0.059
308.6,4,0.4289,0.056
308.8,4,0.4311,0.053
309.0,4,0.4333,0.051
309.2,4,0.4356,0.05
309.4,4,0.4378,0.05
309.6,4,0.44,0.05
309.8,4,0.4422,0.052
310.0,4,0.4444,0.054
310.2,4,0.4467,0.057
310.4,4,0.4489,0.06
310.6,4,0.4511,0.064
310.8,4,0.4533,0.07
311.0,4,0.4556,0.075
311.2,4,0.4578,0.082
311.4,4,0.46,0.089
311.6,4,0.4622,0.097
311.8,4,0.4644,0.105
312.0,4,0.4667,0.114
312.2,4,0.4689,0.124
312.4,4,0.4711,0.134
312.6,4,0.4733,0.145
312.8,4,0.4756,0.156
313.0,4,0.4778,0.168
313.2,4,0.48,0.18
313.4,4,0.4822,0.192
313.6,4,0.4844,0.205
313.8,4,0.4867,0.218
314.0,4,0.4889,0.231
314.2,4,0.4911,0.245
314.4,4,0.4933,0.258
314.6,4,0.4956,0.272
314.8,4,0.4978,0.286
315.0,4,0.5,0.3
315.2,4,0.5022,0.314
315.4,4,0.5044,0.328
315.6,4,0.5067,0.342
315.8,4,0.5089,0.355
316.0,4,0.5111,0.369
316.2,4,0.5133,0.382
316.4,4,0.5156,0.395
316.6,4,0.5178,0.408
316.8,4,0.52,0.42
317.0,4,0.5222,0.432
317.2,4,0.5244,0.444
317.4,4,0.5267,0.455
317.6,4,0.5289,0.466
317.8,4,0.5311,0.476
318.0,4,0.5333,0.486
318.2,4,0.5356,0.495
318.4,4,0.5378,0.503
318.6,4,0.54,0.511
318.8,4,0.5422,0.518
319.0,4,0.5444,0.525
319.2,4,0.5467,0.53
319.4,4,0.5489,0.536
319.6,4,0.5511,0.54
319.8,4,0.5533,0.543
320.0,4,0.5556,0.546
320.2,4,0.5578,0.548
320.4,4,0.56,0.55
320.6,4,0.5622,0.55
320.8,4,0.5644,0.55
321.0,4,0.5667,0.549
321.2,4,0.5689,0.547
321.4,4,0.5711,0.544
321.6,4,0.5733,0.541
321.8,4,0.5756,0.537
322.0,4,0.5778,0.532
322.2,4,0.58,0.526
322.4,4,0.5822,0.52
322.6,4,0.5844,0.513
322.8,4,0.5867,0.505
323.0,4,0.5889,0.497
323.2,4,0.5911,0.488
323.4,4,0.5933,0.479
323.6,4,0.5956,0.469
323.8,4,0.5978,0.458
324.0,4,0.6,0.447
324.2,4,0.6022,0.435
324.4,4,0.6044,0.423
324.6,4,0.6067,0.411
324.8,4,0.6089,0.398
325.0,4,0.6111,0.386
325.2,4,0.6133,0.372
325.4,4,0.6156,0.359
325.6,4,0.6178,0.345
325.8,4,0.62,0.331
326.0,4,0.6222,0.317
326.2,4,0.6244,0.303
326.4,4,0.6267,0.29
326.6,4,0.6289,0.276
326.8,4,0.6311,0.262
327.0,4,0.6333,0.248
327.2,4,0.6356,0.234
327.4,4,0.6378,0.221
327.6,4,0.64,0.208
327.8,4,0.6422,0.195
328.0,4,0.6444,0.183
328.2,4,0.6467,0.17
328.4,4,0.6489,0.159
328.6,4,0.6511,0.147
328.8,4,0.6533,0.137
329.0,4,0.6556,0.126
329.2,4,0.6578,0.117
329.4,4,0.66,0.107
329.6,4,0.6622,0.099
329.8,4,0.6644,0.091
330.0,4,0.6667,0.083
330.2,4,0.6689,0.077
330.4,4,0.6711,0.071
330.6,4,0.6733,0.066
330.8,4,0.6756,0.061
331.0,4,0.6778,0.057
331.2,4,0.68,0.054
331.4,4,0.6822,0.052
331.6,4,0.6844,0.051
331.8,4,0.6867,0.05
332.0,4,0.6889,0.05
332.2,4,0.6911,0.051
332.4,4,0.6933,0.053
332.6,4,0.6956,0.055
332.8,4,0.6978,0.058
333.0,4,0.7,0.062
333.2,4,0.7022,0.067
333.4,4,0.7044,0.072
333.6,4,0.7067,0.078
333.8,4,0.7089,0.085
334.0,4,0.7111,0.093
334.2,4,0.7133,0.101
334.4,4,0.7156,0.11
334.6,4,0.7178,0.119
334.8,4,0.72,0.129
335.0,4,0.7222,0.139
335.2,4,0.7244,0.15
335.4,4,0.7267,0.162
335.6,4,0.7289,0.173
335.8,4,0.7311,0.186
336.0,4,0.7333,0.198
336.2,4,0.7356,0.211
336.4,4,0.7378,0.224
336.6,4,0.74,0.238
336.8,4,0.7422,0.251
337.0,4,0.7444,0.265
337.2,4,0.7467,0.279
337.4,4,0.7489,0.293
337.6,4,0.7511,0.307
337.8,4,0.7533,0.321
338.0,4,0.7556,0.335
338.2,4,0.7578,0.349
338.4,4,0.76,0.362
338.6,4,0.7622,0.376
338.8,4,0.7644,0.389
339.0,4,0.7667,0.402
339.2,4,0.7689,0.414
339.4,4,0.7711,0.427
339.6,4,0.7733,0.438
339.8,4,0.7756,0.45
340.0,4,0.7778,0.461
340.2,4,0.78,0.471
340.4,4,0.7822,0.481
340.6,4,0.7844,0.49
340.8,4,0.7867,0.499
341.0,4,0.7889,0.507
341.2,4,0.7911,0.515
341.4,4,0.7933,0.522
341.6,4,0.7956,0.528
341.8,4,0.7978,0.533
342.0,4,0.8,0.538
342.2,4,0.8022,0.542
342.4,4,0.8044,0.545
342.6,4,0.8067,0.547
342.8,4,0.8089,0.549
343.0,4,0.8111,0.55
343.2,4,0.8133,0.55
343.4,4,0.8156,0.549
343.6,4,0.8178,0.548
343.8,4,0.82,0.546
344.0,4,0.8222,0.543
344.2,4,0.8244,0.539
344.4,4,0.8267,0.534
344.6,4,0.8289,0.529
344.8,4,0.8311,0.523
345.0,4,0.8333,0.517
345.2,4,0.8356,0.509
345.4,4,0.8378,0.501
345.6,4,0.84,0.493
345.8,4,0.8422,0.483
346.0,4,0.8444,0.474
346.2,4,0.8467,0.463
346.4,4,0.8489,0.453
346.6,4,0.8511,0.441
346.8,4,0.8533,0.43
347.0,4,0.8556,0.417
347.2,4,0.8578,0.405
347.4,4,0.86,0.392
347.6,4,0.8622,0.379
347.8,4,0.8644,0.366
348.0,4,0.8667,0.352
348.2,4,0.8689,0.338
348.4,4,0.8711,0.324
348.6,4,0.8733,0.31
348.8,4,0.8756,0.297
349.0,4,0.8778,0.283
349.2,4,0.88,0.269
349.4,4,0.8822,0.255
349.6,4,0.8844,0.241
349.8,4,0.8867,0.228
350.0,4,0.8889,0.214
350.2,4,0.8911,0.202
350.4,4,0.8933,0.189
350.6,4,0.8956,0.177
350.8,4,0.8978,0.165
351.0,4,0.9,0.153
351.2,4,0.9022,0.142
351.4,4,0.9044,0.131
351.6,4,0.9067,0.121
351.8,4,0.9089,0.112
352.0,4,0.9111,0.103
352.2,4,0.9133,0.095
352.4,4,0.9156,0.087
352.6,4,0.9178,0.08
352.8,4,0.92,0.074
353.0,4,0.9222,0.068
353.2,4,0.9244,0.063
353.4,4,0.9267,0.059
353.6,4,0.9289,0.056
353.8,4,0.9311,0.053
354.0,4,0.9333,0.051
354.2,4,0.9356,0.05
354.4,4,0.9378,0.05
354.6,4,0.94,0.05
354.8,4,0.9422,0.052
355.0,4,0.9444,0.054
355.2,4,0.9467,0.057
355.4,4,0.9489,0.06
355.6,4,0.9511,0.064
355.8,4,0.9533,0.07
356.0,4,0.9556,0.075
356.2,4,0.9578,0.082
356.4,4,0.96,0.089
356.6,4,0.9622,0.097
356.8,4,0.9644,0.105
357.0,4,0.9667,0.114
357.2,4,0.9689,0.124
357.4,4,0.9711,0.134
357.6,4,0.9733,0.145
357.8,4,0.9756,0.156
358.0,4,0.9778,0.168
358.2,4,0.98,0.18
358.4,4,0.9822,0.192
358.6,4,0.9844,0.205
358.8,4,0.9867,0.218
359.0,4,0.9889,0.231
359.2,4,0.9911,0.245
359.4,4,0.9933,0.258
359.6,4,0.9956,0.272
359.8,4,0.9978,0.286
